date,gender,cases,recovered,deaths
2020-02-26,male,,,
2020-02-27,male,2.0,0.0,0.0
2020-02-28,male,4.0,0.0,0.0
2020-02-29,male,0.0,0.0,0.0
2020-03-01,male,4.0,0.0,0.0
2020-03-02,male,4.0,0.0,0.0
2020-03-03,male,0.0,0.0,0.0
2020-03-04,male,10.0,0.0,0.0
2020-03-05,male,6.0,2.0,0.0
2020-03-06,male,32.0,0.0,0.0
2020-03-07,male,30.0,0.0,0.0
2020-03-08,male,32.0,0.0,0.0
2020-03-09,male,18.0,0.0,0.0
2020-03-10,male,58.0,0.0,0.0
2020-03-11,male,136.0,2.0,0.0
2020-03-12,male,110.0,4.0,2.0
2020-03-13,male,204.0,0.0,0.0
2020-03-14,male,238.0,2.0,2.0
2020-03-15,male,258.0,0.0,2.0
2020-03-16,male,232.0,12.0,0.0
2020-03-17,male,390.0,2.0,4.0
2020-03-18,male,388.0,0.0,6.0
2020-03-19,male,522.0,6.0,2.0
2020-03-20,male,590.0,14.0,8.0
2020-03-21,male,572.0,12.0,8.0
2020-03-22,male,660.0,16.0,8.0
2020-03-23,male,716.0,66.0,16.0
2020-03-24,male,756.0,96.0,12.0
2020-03-25,male,688.0,112.0,16.0
2020-03-26,male,1054.0,204.0,20.0
2020-03-27,male,760.0,242.0,22.0
2020-03-28,male,570.0,230.0,26.0
2020-03-29,male,520.0,294.0,16.0
2020-03-30,male,642.0,418.0,22.0
2020-03-31,male,480.0,426.0,14.0
2020-04-01,male,500.0,376.0,12.0
2020-04-02,male,390.0,406.0,18.0
2020-04-03,male,376.0,494.0,20.0
2020-04-04,male,198.0,572.0,28.0
2020-04-05,male,174.0,346.0,32.0
2020-04-06,male,294.0,722.0,34.0
2020-04-07,male,264.0,494.0,34.0
2020-04-08,male,234.0,594.0,20.0
2020-04-09,male,250.0,592.0,26.0
2020-04-10,male,314.0,602.0,24.0
2020-04-11,male,188.0,376.0,18.0
2020-04-12,male,94.0,314.0,16.0
2020-04-13,male,62.0,288.0,16.0
2020-04-14,male,116.0,540.0,14.0
2020-04-15,male,86.0,404.0,10.0
2020-04-16,male,92.0,440.0,26.0
2020-04-17,male,86.0,406.0,14.0
2020-04-18,male,50.0,244.0,20.0
2020-04-19,male,38.0,168.0,16.0
2020-04-20,male,52.0,314.0,6.0
2020-04-21,male,62.0,424.0,22.0
2020-04-22,male,66.0,250.0,8.0
2020-04-23,male,56.0,230.0,4.0
2020-04-24,male,48.0,220.0,8.0
2020-04-25,male,62.0,130.0,20.0
2020-04-26,male,26.0,90.0,8.0
2020-04-27,male,54.0,142.0,4.0
2020-04-28,male,50.0,154.0,16.0
2020-04-29,male,40.0,136.0,6.0
2020-04-30,male,68.0,166.0,8.0
2020-05-01,male,44.0,94.0,2.0
2020-05-02,male,22.0,64.0,2.0
2020-05-03,male,14.0,42.0,4.0
2020-05-04,male,34.0,112.0,4.0
2020-05-05,male,76.0,106.0,2.0
2020-05-06,male,58.0,92.0,4.0
2020-05-07,male,54.0,84.0,2.0
2020-05-08,male,72.0,128.0,8.0
2020-05-09,male,26.0,64.0,0.0
2020-05-10,male,16.0,42.0,2.0
2020-05-11,male,104.0,70.0,2.0
2020-05-12,male,46.0,74.0,2.0
2020-05-13,male,76.0,78.0,2.0
2020-05-14,male,68.0,72.0,4.0
2020-05-15,male,86.0,78.0,0.0
2020-05-16,male,14.0,38.0,2.0
2020-05-17,male,30.0,32.0,2.0
2020-05-18,male,64.0,58.0,4.0
2020-05-19,male,66.0,80.0,2.0
2020-05-20,male,28.0,48.0,2.0
2020-05-21,male,32.0,74.0,2.0
2020-05-22,male,36.0,60.0,2.0
2020-05-23,male,26.0,60.0,2.0
2020-05-24,male,40.0,56.0,0.0
2020-05-25,male,22.0,74.0,0.0
2020-05-26,male,22.0,126.0,2.0
2020-05-27,male,54.0,76.0,0.0
2020-05-28,male,24.0,88.0,0.0
2020-05-29,male,40.0,72.0,0.0
2020-05-30,male,40.0,30.0,0.0
2020-05-31,male,4.0,50.0,0.0
2020-06-01,male,16.0,36.0,2.0
2020-06-02,male,10.0,72.0,0.0
2020-06-03,male,66.0,32.0,0.0
2020-06-04,male,14.0,46.0,4.0
2020-06-05,male,56.0,30.0,2.0
2020-06-06,male,32.0,20.0,0.0
2020-06-07,male,22.0,28.0,0.0
2020-06-08,male,22.0,44.0,2.0
2020-06-09,male,14.0,40.0,0.0
2020-06-10,male,36.0,48.0,4.0
2020-06-11,male,14.0,26.0,0.0
2020-06-12,male,30.0,32.0,0.0
2020-06-13,male,24.0,26.0,0.0
2020-06-14,male,14.0,12.0,2.0
2020-06-15,male,58.0,26.0,6.0
2020-06-16,male,14.0,32.0,0.0
2020-06-17,male,36.0,38.0,0.0
2020-06-18,male,38.0,32.0,0.0
2020-06-19,male,66.0,40.0,2.0
2020-06-20,male,32.0,16.0,2.0
2020-06-21,male,38.0,8.0,0.0
2020-06-22,male,36.0,36.0,2.0
2020-06-23,male,58.0,34.0,4.0
2020-06-24,male,38.0,20.0,4.0
2020-06-25,male,48.0,34.0,0.0
2020-06-26,male,72.0,28.0,0.0
2020-06-27,male,48.0,38.0,4.0
2020-06-28,male,60.0,18.0,2.0
2020-06-29,male,48.0,48.0,2.0
2020-06-30,male,134.0,22.0,0.0
2020-07-01,male,92.0,30.0,0.0
2020-07-02,male,88.0,46.0,0.0
2020-07-03,male,140.0,44.0,2.0
2020-07-04,male,118.0,28.0,0.0
2020-07-05,male,90.0,32.0,0.0
2020-07-06,male,72.0,48.0,0.0
2020-07-07,male,108.0,56.0,0.0
2020-07-08,male,114.0,42.0,0.0
2020-07-09,male,82.0,56.0,0.0
2020-07-10,male,100.0,64.0,0.0
2020-07-11,male,82.0,66.0,2.0
2020-07-12,male,48.0,46.0,0.0
2020-07-13,male,116.0,90.0,2.0
2020-07-14,male,124.0,140.0,0.0
2020-07-15,male,128.0,80.0,0.0
2020-07-16,male,158.0,128.0,0.0
2020-07-17,male,118.0,148.0,0.0
2020-07-18,male,96.0,62.0,0.0
2020-07-19,male,50.0,52.0,0.0
2020-07-20,male,100.0,116.0,2.0
2020-07-21,male,136.0,130.0,0.0
2020-07-22,male,150.0,104.0,0.0
2020-07-23,male,122.0,76.0,2.0
2020-07-24,male,140.0,118.0,0.0
2020-07-25,male,112.0,86.0,2.0
2020-07-26,male,114.0,56.0,0.0
2020-07-27,male,94.0,164.0,0.0
2020-07-28,male,172.0,130.0,0.0
2020-07-29,male,104.0,124.0,2.0
2020-07-30,male,184.0,142.0,0.0
2020-07-31,male,136.0,130.0,0.0
2020-08-01,male,68.0,90.0,0.0
2020-08-02,male,74.0,96.0,2.0
2020-08-03,male,122.0,196.0,0.0
2020-08-04,male,100.0,140.0,0.0
2020-08-05,male,174.0,160.0,2.0
2020-08-06,male,132.0,106.0,0.0
2020-08-07,male,84.0,142.0,2.0
2020-08-08,male,132.0,92.0,2.0
2020-08-09,male,86.0,80.0,0.0
2020-08-10,male,164.0,150.0,0.0
2020-08-11,male,230.0,98.0,4.0
2020-08-12,male,214.0,152.0,2.0
2020-08-13,male,312.0,106.0,2.0
2020-08-14,male,422.0,128.0,0.0
2020-08-15,male,174.0,80.0,0.0
2020-08-16,male,188.0,82.0,0.0
2020-08-17,male,294.0,108.0,0.0
2020-08-18,male,260.0,168.0,0.0
2020-08-19,male,388.0,140.0,2.0
2020-08-20,male,372.0,172.0,0.0
2020-08-21,male,322.0,260.0,2.0
2020-08-22,male,246.0,174.0,0.0
2020-08-23,male,204.0,200.0,0.0
2020-08-24,male,278.0,234.0,2.0
2020-08-25,male,344.0,254.0,0.0
2020-08-26,male,342.0,232.0,0.0
2020-08-27,male,244.0,272.0,0.0
2020-08-28,male,444.0,404.0,0.0
2020-08-29,male,266.0,192.0,0.0
2020-08-30,male,220.0,228.0,0.0
2020-08-31,male,228.0,276.0,2.0
2020-09-01,male,340.0,246.0,2.0
2020-09-02,male,494.0,306.0,0.0
2020-09-03,male,382.0,358.0,0.0
2020-09-04,male,428.0,384.0,4.0
2020-09-05,male,206.0,262.0,0.0
2020-09-06,male,356.0,188.0,0.0
2020-09-07,male,446.0,348.0,0.0
2020-09-08,male,614.0,334.0,2.0
2020-09-09,male,730.0,270.0,0.0
2020-09-10,male,682.0,204.0,2.0
2020-09-11,male,1072.0,420.0,4.0
2020-09-12,male,466.0,270.0,4.0
2020-09-13,male,432.0,252.0,0.0
2020-09-14,male,848.0,296.0,0.0
2020-09-15,male,774.0,418.0,0.0
2020-09-16,male,894.0,390.0,4.0
2020-09-17,male,870.0,468.0,4.0
2020-09-18,male,954.0,576.0,4.0
2020-09-19,male,680.0,368.0,0.0
2020-09-20,male,506.0,424.0,8.0
2020-09-21,male,614.0,750.0,4.0
2020-09-22,male,716.0,710.0,2.0
2020-09-23,male,874.0,696.0,8.0
2020-09-24,male,700.0,644.0,6.0
2020-09-25,male,790.0,890.0,4.0
2020-09-26,male,612.0,616.0,4.0
2020-09-27,male,578.0,464.0,8.0
2020-09-28,male,750.0,824.0,2.0
2020-09-29,male,794.0,800.0,4.0
2020-09-30,male,858.0,730.0,2.0
2020-10-01,male,830.0,694.0,6.0
2020-10-02,male,1048.0,920.0,6.0
2020-10-03,male,738.0,582.0,4.0
2020-10-04,male,754.0,460.0,12.0
2020-10-05,male,992.0,628.0,4.0
2020-10-06,male,1120.0,688.0,8.0
2020-10-07,male,1330.0,762.0,2.0
2020-10-08,male,1098.0,740.0,10.0
2020-10-09,male,1248.0,820.0,8.0
2020-10-10,male,998.0,724.0,6.0
2020-10-11,male,780.0,640.0,10.0
2020-10-12,male,1132.0,894.0,8.0
2020-10-13,male,1308.0,860.0,6.0
2020-10-14,male,1438.0,854.0,4.0
2020-10-15,male,1494.0,814.0,10.0
2020-10-16,male,1850.0,1216.0,12.0
2020-10-17,male,1456.0,856.0,22.0
2020-10-18,male,1234.0,718.0,12.0
2020-10-19,male,1674.0,1068.0,10.0
2020-10-20,male,2066.0,1040.0,14.0
2020-10-21,male,2736.0,906.0,16.0
2020-10-22,male,3300.0,1000.0,22.0
2020-10-23,male,3258.0,1292.0,12.0
2020-10-24,male,2970.0,990.0,12.0
2020-10-25,male,2410.0,1000.0,14.0
2020-10-26,male,2762.0,1124.0,26.0
2020-10-27,male,4452.0,1470.0,26.0
2020-10-28,male,4434.0,1848.0,26.0
2020-10-29,male,5032.0,1870.0,44.0
2020-10-30,male,5736.0,2468.0,38.0
2020-10-31,male,4792.0,2154.0,48.0
2020-11-01,male,4434.0,1816.0,34.0
2020-11-02,male,5326.0,2504.0,44.0
2020-11-03,male,6420.0,2634.0,58.0
2020-11-04,male,7110.0,2878.0,54.0
2020-11-05,male,6964.0,2906.0,56.0
2020-11-06,male,8062.0,4018.0,56.0
2020-11-07,male,5120.0,3622.0,72.0
2020-11-08,male,5540.0,3454.0,48.0
2020-11-09,male,6118.0,4280.0,70.0
2020-11-10,male,7324.0,4368.0,76.0
2020-11-11,male,8872.0,4946.0,82.0
2020-11-12,male,7932.0,5340.0,100.0
2020-11-13,male,6644.0,6436.0,108.0
2020-11-14,male,4746.0,6208.0,92.0
2020-11-15,male,4394.0,5408.0,80.0
2020-11-16,male,5868.0,6164.0,92.0
2020-11-17,male,7408.0,6324.0,112.0
2020-11-18,male,6140.0,5764.0,84.0
2020-11-19,male,6372.0,5956.0,94.0
2020-11-20,male,5980.0,7472.0,130.0
2020-11-21,male,4590.0,6224.0,130.0
2020-11-22,male,2356.0,5634.0,88.0
2020-11-23,male,4330.0,6116.0,108.0
2020-11-24,male,5566.0,6278.0,104.0
2020-11-25,male,5054.0,5644.0,128.0
2020-11-26,male,4812.0,5544.0,110.0
2020-11-27,male,3918.0,6490.0,126.0
2020-11-28,male,3434.0,5044.0,114.0
2020-11-29,male,2260.0,5010.0,120.0
2020-11-30,male,3216.0,5404.0,128.0
2020-12-01,male,3472.0,5464.0,122.0
2020-12-02,male,3352.0,5472.0,118.0
2020-12-03,male,3356.0,5090.0,144.0
2020-12-04,male,3196.0,5412.0,110.0
2020-12-05,male,2724.0,4546.0,112.0
2020-12-06,male,1988.0,3420.0,100.0
2020-12-07,male,2396.0,4276.0,112.0
2020-12-08,male,2256.0,4134.0,98.0
2020-12-09,male,2358.0,3792.0,100.0
2020-12-10,male,2770.0,3860.0,86.0
2020-12-11,male,2518.0,3524.0,142.0
2020-12-12,male,2478.0,3016.0,68.0
2020-12-13,male,2382.0,2636.0,100.0
2020-12-14,male,2614.0,3022.0,112.0
2020-12-15,male,2456.0,3670.0,78.0
2020-12-16,male,2192.0,2852.0,70.0
2020-12-17,male,1748.0,2768.0,92.0
2020-12-18,male,1958.0,2708.0,70.0
2020-12-19,male,1376.0,2346.0,64.0
2020-12-20,male,1216.0,2346.0,60.0
2020-12-21,male,2008.0,2608.0,64.0
2020-12-22,male,2284.0,2728.0,80.0
2020-12-23,male,2616.0,2974.0,86.0
2020-12-24,male,1684.0,2478.0,60.0
2020-12-25,male,1192.0,2176.0,48.0
2020-12-26,male,1052.0,1782.0,72.0
2020-12-27,male,1598.0,1736.0,52.0
2020-12-28,male,1954.0,1886.0,72.0
2020-12-29,male,2649.0,1876.0,68.0
2020-12-30,male,2448.0,2040.0,60.0
2020-12-31,male,1890.0,1838.0,40.0
2021-01-01,male,1512.0,2162.0,58.0
2021-01-02,male,1584.0,2054.0,56.0
2021-01-03,male,1768.0,1860.0,30.0
2021-01-04,male,2068.0,1872.0,62.0
2021-01-05,male,2662.0,1936.0,52.0
2021-01-06,male,1802.0,1658.0,68.0
2021-01-07,male,1878.0,2064.0,62.0
2021-01-08,male,2212.0,2432.0,54.0
2021-01-09,male,1432.0,1878.0,24.0
2021-01-10,male,1316.0,1752.0,56.0
2021-01-11,male,1712.0,2114.0,60.0
2021-01-12,male,1984.0,1882.0,46.0
2021-01-13,male,1604.0,1974.0,62.0
2021-01-14,male,1398.0,1810.0,48.0
2021-01-15,male,1412.0,2012.0,36.0
2021-01-16,male,1248.0,1702.0,40.0
2021-01-17,male,942.0,1626.0,38.0
2021-01-18,male,1606.0,1806.0,56.0
2021-01-19,male,1578.0,1659.0,36.0
2021-01-20,male,1592.0,1514.0,32.0
2021-01-21,male,1690.0,1510.0,58.0
2021-01-22,male,1440.0,1650.0,44.0
2021-01-23,male,1184.0,1294.0,56.0
2021-01-24,male,904.0,1198.0,26.0
2021-01-25,male,1422.0,1414.0,36.0
2021-01-26,male,1558.0,1388.0,44.0
2021-01-27,male,1474.0,1372.0,22.0
2021-01-28,male,1338.0,1522.0,30.0
2021-01-29,male,1364.0,1620.0,36.0
2021-01-30,male,1028.0,1466.0,36.0
2021-01-31,male,1086.0,1328.0,44.0
2021-02-01,male,1280.0,1486.0,38.0
2021-02-02,male,1544.0,1462.0,36.0
2021-02-03,male,1510.0,1192.0,28.0
2021-02-04,male,1268.0,1312.0,36.0
2021-02-05,male,1298.0,1530.0,22.0
2021-02-06,male,1080.0,1302.0,14.0
2021-02-07,male,1022.0,986.0,34.0
2021-02-08,male,1190.0,1300.0,26.0
2021-02-09,male,1484.0,1170.0,34.0
2021-02-10,male,1686.0,1278.0,28.0
2021-02-11,male,1550.0,1282.0,18.0
2021-02-12,male,1340.0,1428.0,40.0
2021-02-13,male,1142.0,1272.0,26.0
2021-02-14,male,1130.0,1068.0,24.0
2021-02-15,male,1522.0,1232.0,22.0
2021-02-16,male,1620.0,1294.0,18.0
2021-02-17,male,2004.0,1262.0,38.0
2021-02-18,male,1676.0,1240.0,26.0
2021-02-19,male,2028.0,1468.0,14.0
2021-02-20,male,1724.0,1374.0,16.0
2021-02-21,male,1186.0,1262.0,18.0
2021-02-22,male,2032.0,1278.0,24.0
2021-02-23,male,1976.0,1192.0,24.0
2021-02-24,male,2420.0,1254.0,18.0
2021-02-25,male,1912.0,1182.0,14.0
2021-02-26,male,2476.0,1524.0,16.0
2021-02-27,male,2316.0,1494.0,36.0
2021-02-28,male,1342.0,1340.0,26.0
2021-03-01,male,2252.0,1654.0,16.0
2021-03-02,male,2526.0,1508.0,18.0
2021-03-03,male,2384.0,1706.0,18.0
2021-03-04,male,2412.0,1740.0,22.0
2021-03-05,male,2754.0,2062.0,16.0
2021-03-06,male,2204.0,1742.0,40.0
2021-03-07,male,1934.0,1630.0,18.0
2021-03-08,male,2644.0,1878.0,28.0
2021-03-09,male,2368.0,1868.0,20.0
2021-03-10,male,2984.0,1870.0,24.0
2021-03-11,male,2998.0,1616.0,26.0
2021-03-12,male,3068.0,2108.0,32.0
2021-03-13,male,2490.0,1986.0,26.0
2021-03-14,male,1944.0,1740.0,32.0
2021-03-15,male,2838.0,1966.0,32.0
2021-03-16,male,3018.0,2162.0,30.0
2021-03-17,male,3564.0,2066.0,34.0
2021-03-18,male,3270.0,2054.0,24.0
2021-03-19,male,3690.0,2796.0,40.0
2021-03-20,male,2744.0,2314.0,24.0
2021-03-21,male,2434.0,1656.0,26.0
2021-03-22,male,3086.0,2168.0,38.0
2021-03-23,male,3722.0,2440.0,22.0
2021-03-24,male,3468.0,2242.0,26.0
2021-03-25,male,3206.0,2448.0,38.0
2021-03-26,male,3380.0,2602.0,36.0
2021-03-27,male,2774.0,2746.0,26.0
2021-03-28,male,3236.0,2418.0,32.0
2021-03-29,male,2840.0,2828.0,34.0
2021-03-30,male,3316.0,2538.0,26.0
2021-03-31,male,3500.0,2738.0,36.0
2021-04-01,male,3180.0,2964.0,38.0
2021-04-02,male,3368.0,3092.0,32.0
2021-04-03,male,2814.0,2982.0,34.0
2021-04-04,male,2382.0,2806.0,44.0
2021-04-05,male,2044.0,3286.0,38.0
2021-04-06,male,2986.0,3598.0,26.0
2021-04-07,male,2914.0,3266.0,58.0
2021-04-08,male,2518.0,3386.0,42.0
2021-04-09,male,3408.0,3424.0,34.0
2021-04-10,male,2020.0,3250.0,36.0
2021-04-11,male,2044.0,2820.0,28.0
2021-04-12,male,2220.0,3080.0,30.0
2021-04-13,male,3238.0,3278.0,32.0
2021-04-14,male,2820.0,3056.0,44.0
2021-04-15,male,2412.0,2814.0,24.0
2021-04-16,male,2468.0,3068.0,50.0
2021-04-17,male,2102.0,2698.0,38.0
2021-04-18,male,2006.0,2630.0,26.0
2021-04-19,male,2196.0,2466.0,30.0
2021-04-20,male,2592.0,2780.0,54.0
2021-04-21,male,2676.0,2884.0,18.0
2021-04-22,male,2556.0,2714.0,34.0
2021-04-23,male,2002.0,3076.0,22.0
2021-04-24,male,1994.0,2400.0,22.0
2021-04-25,male,1568.0,2252.0,16.0
2021-04-26,male,2006.0,2180.0,30.0
2021-04-27,male,2364.0,2416.0,26.0
2021-04-28,male,2248.0,2702.0,36.0
2021-04-29,male,2202.0,2304.0,28.0
2021-04-30,male,1796.0,2766.0,18.0
2021-05-01,male,1584.0,2272.0,20.0
2021-05-02,male,1124.0,2038.0,34.0
2021-05-03,male,1516.0,2210.0,22.0
2021-05-04,male,1808.0,2696.0,26.0
2021-05-05,male,1368.0,2490.0,18.0
2021-05-06,male,1434.0,2288.0,16.0
2021-05-07,male,1148.0,2640.0,16.0
2021-05-08,male,1058.0,2122.0,12.0
2021-05-09,male,748.0,2060.0,18.0
2021-05-10,male,894.0,2046.0,20.0
2021-05-11,male,1174.0,2288.0,6.0
2021-05-12,male,992.0,2288.0,24.0
2021-05-13,male,874.0,1966.0,18.0
2021-05-14,male,640.0,1946.0,8.0
2021-05-15,male,700.0,1588.0,14.0
2021-05-16,male,514.0,1392.0,8.0
2021-05-17,male,648.0,1478.0,8.0
2021-05-18,male,862.0,1638.0,14.0
2021-05-19,male,616.0,1304.0,2.0
2021-05-20,male,628.0,1476.0,8.0
2021-05-21,male,560.0,1342.0,6.0
2021-05-22,male,488.0,1152.0,8.0
2021-05-23,male,374.0,938.0,14.0
2021-05-24,male,452.0,880.0,10.0
2021-05-25,male,474.0,1142.0,8.0
2021-05-26,male,606.0,832.0,12.0
2021-05-27,male,550.0,878.0,8.0
2021-05-28,male,446.0,810.0,12.0
2021-05-29,male,390.0,810.0,4.0
2021-05-30,male,314.0,656.0,8.0
2021-05-31,male,362.0,682.0,4.0
2021-06-01,male,452.0,892.0,10.0
2021-06-02,male,280.0,620.0,4.0
2021-06-03,male,328.0,562.0,2.0
2021-06-04,male,304.0,464.0,4.0
2021-06-05,male,336.0,536.0,8.0
2021-06-06,male,310.0,374.0,4.0
2021-06-07,male,340.0,510.0,2.0
2021-06-08,male,346.0,638.0,2.0
2021-06-09,male,316.0,428.0,6.0
2021-06-10,male,224.0,490.0,0.0
2021-06-11,male,194.0,412.0,4.0
2021-06-12,male,222.0,430.0,6.0
2021-06-13,male,92.0,298.0,6.0
2021-06-14,male,144.0,438.0,4.0
2021-06-15,male,182.0,384.0,6.0
2021-06-16,male,188.0,352.0,2.0
2021-06-17,male,110.0,384.0,4.0
2021-06-18,male,148.0,370.0,4.0
2021-06-19,male,126.0,294.0,2.0
2021-06-20,male,128.0,218.0,0.0
2021-06-21,male,102.0,220.0,2.0
2021-06-22,male,116.0,258.0,0.0
2021-06-23,male,114.0,166.0,4.0
2021-06-24,male,114.0,224.0,0.0
2021-06-25,male,128.0,174.0,0.0
2021-06-26,male,84.0,174.0,2.0
2021-06-27,male,68.0,158.0,2.0
2021-06-28,male,96.0,174.0,0.0
2021-06-29,male,112.0,180.0,0.0
2021-06-30,male,82.0,182.0,0.0
2021-07-01,male,120.0,154.0,2.0
2021-07-02,male,94.0,142.0,6.0
2021-07-03,male,68.0,210.0,4.0
2021-07-04,male,82.0,96.0,0.0
2021-07-05,male,118.0,144.0,0.0
2021-07-06,male,142.0,138.0,0.0
2021-07-07,male,172.0,130.0,0.0
2021-07-08,male,226.0,128.0,0.0
2021-07-09,male,178.0,110.0,0.0
2021-07-10,male,182.0,92.0,0.0
2021-07-11,male,182.0,90.0,0.0
2021-07-12,male,250.0,76.0,0.0
2021-07-13,male,268.0,110.0,0.0
2021-07-14,male,306.0,104.0,2.0
2021-07-15,male,370.0,118.0,0.0
2021-07-16,male,444.0,128.0,2.0
2021-07-17,male,342.0,134.0,0.0
2021-07-18,male,256.0,114.0,0.0
2021-07-19,male,366.0,136.0,0.0
2021-07-20,male,396.0,180.0,0.0
2021-07-21,male,448.0,172.0,0.0
2021-07-22,male,408.0,188.0,0.0
2021-07-23,male,370.0,222.0,2.0
2021-07-24,male,340.0,268.0,2.0
2021-07-25,male,292.0,212.0,4.0
2021-07-26,male,420.0,274.0,0.0
2021-07-27,male,594.0,280.0,0.0
2021-07-28,male,522.0,324.0,0.0
2021-07-29,male,564.0,294.0,0.0
2021-07-30,male,612.0,404.0,0.0
2021-07-31,male,406.0,362.0,0.0
2021-08-01,male,346.0,332.0,2.0
2021-08-02,male,438.0,280.0,2.0
2021-08-03,male,644.0,408.0,0.0
2021-08-04,male,534.0,438.0,4.0
2021-08-05,male,664.0,476.0,0.0
2021-08-06,male,572.0,480.0,2.0
2021-08-07,male,576.0,488.0,2.0
2021-08-08,male,440.0,412.0,2.0
2021-08-09,male,650.0,376.0,2.0
2021-08-10,male,916.0,512.0,0.0
2021-08-11,male,838.0,510.0,0.0
2021-08-12,male,972.0,418.0,2.0
2021-08-13,male,940.0,490.0,2.0
2021-08-14,male,858.0,486.0,2.0
2021-08-15,male,818.0,446.0,0.0
2021-08-16,male,838.0,472.0,0.0
2021-08-17,male,1212.0,526.0,0.0
2021-08-18,male,1266.0,620.0,0.0
2021-08-19,male,1290.0,646.0,2.0
2021-08-20,male,1348.0,796.0,0.0
2021-08-21,male,1104.0,626.0,4.0
2021-08-22,male,958.0,658.0,4.0
2021-08-23,male,1158.0,712.0,4.0
2021-08-24,male,1514.0,884.0,2.0
2021-08-25,male,1454.0,794.0,6.0
2021-08-26,male,1472.0,788.0,2.0
2021-08-27,male,1312.0,878.0,8.0
2021-08-28,male,1292.0,942.0,10.0
2021-08-29,male,1068.0,794.0,4.0
2021-08-30,male,1302.0,802.0,0.0
2021-08-31,male,1852.0,1142.0,6.0
2021-09-01,male,1498.0,1074.0,6.0
2021-09-02,male,1668.0,1152.0,4.0
2021-09-03,male,1970.0,1194.0,6.0
2021-09-04,male,1636.0,1122.0,8.0
2021-09-05,male,1348.0,1118.0,12.0
2021-09-06,male,1724.0,1154.0,4.0
2021-09-07,male,2338.0,1210.0,6.0
2021-09-08,male,2156.0,1368.0,10.0
2021-09-09,male,2284.0,1332.0,4.0
2021-09-10,male,2180.0,1372.0,8.0
2021-09-11,male,1876.0,1556.0,8.0
2021-09-12,male,1376.0,1360.0,4.0
2021-09-13,male,1800.0,1484.0,4.0
2021-09-14,male,2568.0,1686.0,6.0
2021-09-15,male,2308.0,1438.0,4.0
2021-09-16,male,2236.0,1690.0,6.0
2021-09-17,male,1994.0,1574.0,4.0
2021-09-18,male,1428.0,1668.0,10.0
2021-09-19,male,1310.0,1636.0,20.0
2021-09-20,male,1410.0,1718.0,6.0
2021-09-21,male,2060.0,2216.0,14.0
2021-09-22,male,1832.0,1736.0,12.0
2021-09-23,male,1774.0,1800.0,10.0
2021-09-24,male,1754.0,1950.0,10.0
2021-09-25,male,1370.0,1864.0,4.0
2021-09-26,male,1304.0,1780.0,8.0
2021-09-27,male,1608.0,1558.0,2.0
2021-09-28,male,2732.0,2228.0,14.0
2021-09-29,male,1926.0,2024.0,10.0
2021-09-30,male,1640.0,2086.0,6.0
2021-10-01,male,1816.0,1836.0,12.0
2021-10-02,male,1518.0,1782.0,14.0
2021-10-03,male,1378.0,1562.0,8.0
2021-10-04,male,1468.0,1638.0,6.0
2021-10-05,male,2698.0,2362.0,14.0
2021-10-06,male,2062.0,1842.0,6.0
2021-10-07,male,1844.0,2060.0,12.0
2021-10-08,male,1900.0,2120.0,6.0
2021-10-09,male,1562.0,1890.0,12.0
2021-10-10,male,1326.0,1602.0,10.0
2021-10-11,male,1570.0,1686.0,12.0
2021-10-12,male,2670.0,2192.0,10.0
2021-10-13,male,2084.0,1632.0,4.0
2021-10-14,male,2436.0,1724.0,8.0
2021-10-15,male,2400.0,1952.0,8.0
2021-10-16,male,2132.0,1680.0,14.0
2021-10-17,male,1966.0,1706.0,12.0
2021-10-18,male,2684.0,1606.0,6.0
2021-10-19,male,3976.0,2156.0,14.0
2021-10-20,male,3508.0,1630.0,4.0
2020-02-26,female,,,
2020-02-27,female,2.0,0.0,0.0
2020-02-28,female,4.0,0.0,0.0
2020-02-29,female,2.0,0.0,0.0
2020-03-01,female,4.0,0.0,0.0
2020-03-02,female,6.0,0.0,0.0
2020-03-03,female,12.0,0.0,0.0
2020-03-04,female,18.0,0.0,0.0
2020-03-05,female,12.0,2.0,0.0
2020-03-06,female,26.0,0.0,0.0
2020-03-07,female,16.0,0.0,0.0
2020-03-08,female,24.0,0.0,0.0
2020-03-09,female,26.0,0.0,0.0
2020-03-10,female,52.0,2.0,0.0
2020-03-11,female,82.0,2.0,0.0
2020-03-12,female,86.0,2.0,0.0
2020-03-13,female,160.0,0.0,0.0
2020-03-14,female,182.0,2.0,0.0
